,ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid,click
4283520,IDB1L8Fjx,2017-01-11 16:32:48,,302610,8467,8837581,b,Mozilla,Desktop,0
10871190,IDo38FP2J,2017-01-11 08:53:22,140844,466921,40339,37135965,a,Firefox,Mobile,0
4482445,IDkXgv37l,2017-01-17 11:18:03,434828,529221,35368,26391770,b,Firefox,Mobile,0
10405277,IDJV6cjxr,2017-01-14 11:55:00,4746488,189690,46450,54630329,b,InternetExplorer,Desktop,0
3584839,IDJQ7we44,2017-01-12 12:51:43,533590,76619,89522,36529598,c,Mozilla Firefox,,0
7910275,ID3ffp4bC,2017-01-17 10:22:17,193010,741634,42227,96823930,b,Mozilla Firefox,Desktop,0
9885866,IDBdQnn9Q,2017-01-16 17:45:24,6343746,826039,3037,55358028,b,Firefox,Mobile,0
5473261,IDBKuu33L,2017-01-14 16:05:19,2643921,724613,70424,44933356,b,Firefox,Mobile,0
3242478,IDMpQAWVS,2017-01-12 04:30:38,2593897,7029,62809,29916445,f,Firefox,Mobile,0
2730781,IDnQLY5CF,2017-01-16 13:31:48,9394935,566854,42227,95302954,b,IE,Mobile,0
9882649,IDATmo3mL,2017-01-16 15:06:53,8967428,847489,5602,60774669,a,Google Chrome,Mobile,0
6605801,IDm5wfjbv,2017-01-14 12:42:55,2419921,386651,80319,15961717,b,Firefox,Mobile,0
3980540,IDQ1iWy4c,2017-01-14 12:32:43,3368742,708928,17714,74363610,b,Edge,Tablet,0
11956788,ID6t6DX64,2017-01-11 10:15:14,9522075,82345,56811,91553313,e,Edge,,0
4161415,IDRipxVb6,2017-01-18 10:00:51,1466152,753496,73248,61940782,a,Firefox,Mobile,0
3460560,IDuO8MObl,2017-01-17 11:06:35,8009508,562451,84974,37236044,a,Edge,Tablet,0
5438113,ID8bZAXfk,2017-01-14 14:46:31,8981845,883880,43897,81758577,a,Edge,Tablet,0
8721701,ID83ODrHZ,2017-01-11 12:36:02,5707656,175741,95113,65017662,a,Edge,Tablet,0
11965080,IDVuBEe7a,2017-01-11 08:53:15,562430,309226,84144,7122654,b,Mozilla,Desktop,0
11237546,IDIdRGfH7,2017-01-14 15:38:18,36392,834680,45620,31388981,a,Edge,Tablet,0
12052190,IDo35dhBp,2017-01-14 09:42:10,6131532,713607,1678,78406516,a,Firefox,Mobile,0
6273837,IDH75A73q,2017-01-17 16:01:30,8562462,504982,73248,83960204,b,Mozilla Firefox,Desktop,0
9667617,IDsyJPaUp,2017-01-15 08:59:40,152448,587581,904,29352781,c,Mozilla,Desktop,0
1332424,IDV392Wyd,2017-01-10 18:53:19,653746,478930,10345,26461535,e,Firefox,Mobile,0
993474,ID63Z3hW3,2017-01-20 12:38:24,8822480,667367,82877,33505809,b,Google Chrome,Mobile,0
8381499,IDqrneS6t,2017-01-10 11:43:51,588029,329497,5602,48425572,f,Edge,Tablet,0
5598355,IDXZHCuwp,2017-01-16 13:51:46,3411458,312023,54343,91873245,b,Mozilla Firefox,Desktop,0
7940610,IDK4rwPGT,2017-01-13 12:37:55,9134270,398163,10327,7122654,a,Opera,Mobile,0
7570247,IDOsgEi8a,2017-01-18 09:01:06,8591158,855129,98552,16150900,e,Mozilla Firefox,Desktop,0
10449686,IDlZ4VshO,2017-01-11 08:54:40,1710291,827343,6906,99510044,f,Edge,Tablet,0
5193980,ID6l6x3w9,2017-01-18 15:56:59,5417874,300892,49810,37017006,c,Mozilla Firefox,Desktop,0
2558158,IDb0vTdK4,2017-01-14 10:58:48,9585810,167275,89522,41631117,b,Firefox,Mobile,0
1145193,ID3SWILUR,2017-01-16 09:42:22,8291855,218182,904,74363610,a,Firefox,Mobile,0
8406560,IDi4GDCmn,2017-01-13 16:38:29,8698439,575013,42227,96823930,b,Google Chrome,Mobile,0
11561032,IDLzcVEFo,2017-01-11 18:50:47,8955291,94889,8467,30860214,a,,Mobile,0
10419908,IDpuVoIjZ,2017-01-16 18:00:58,6390474,863595,25321,26391770,c,Mozilla,Desktop,1
4285247,IDba7OrKt,2017-01-19 03:34:03,7539485,767868,34489,44933356,b,Mozilla,Desktop,0
4995048,IDWrb7cjs,2017-01-18 10:16:26,692328,890300,55686,26391770,a,Firefox,Mobile,0
5212601,IDIWbyhvn,2017-01-17 14:41:44,5596729,407768,64452,60425188,a,Edge,Tablet,0
1406013,IDdIDj8eJ,2017-01-10 13:01:44,236244,8808,22023,48644561,d,Firefox,Mobile,0
4416490,ID1pe0L4Z,2017-01-10 12:30:23,5182999,817361,6906,99510044,c,InternetExplorer,Desktop,1
3358437,IDgINK4w2,2017-01-14 12:35:41,7598487,230030,6906,99510044,b,,Mobile,0
4515466,IDPNZTGiK,2017-01-12 11:51:45,678425,912946,25491,79474990,b,IE,Mobile,0
10435953,ID49s2dqD,2017-01-15 18:13:22,113315,383810,82877,22577334,b,Mozilla,,0
4299171,IDZ265Ltw,2017-01-18 20:18:55,,616884,87732,18481500,c,InternetExplorer,Desktop,1
10646889,IDy0n5vUq,2017-01-11 14:20:45,,117586,73248,57977218,a,Mozilla Firefox,Desktop,0
11755082,IDujv1bDD,2017-01-11 07:36:18,8189156,942960,11837,89663643,a,Mozilla Firefox,Desktop,0
2710637,ID83obJ6Q,2017-01-10 11:23:50,1993415,379914,42227,21153737,a,Firefox,Mobile,0
4101679,IDahOGFRI,2017-01-15 14:51:45,1262382,134004,6906,99510044,b,Firefox,Mobile,0
3281611,IDuzkehRb,2017-01-16 17:44:39,1891866,516994,82877,67290861,b,Firefox,Mobile,0
11257662,IDqrFfZbu,2017-01-13 16:08:15,515874,32183,40339,43452411,a,Edge,Tablet,0
5271726,IDpBQ6Lq5,2017-01-12 10:48:51,8956254,638374,2053,91553313,b,Edge,Tablet,0
7371726,ID5I2iYbl,2017-01-18 12:38:41,5723500,287454,6906,99510044,a,,,0
11116638,IDLIZR73Y,2017-01-14 19:27:56,6173483,980256,41706,62201833,c,Google Chrome,Mobile,1
10154846,IDt0SSyZS,2017-01-14 14:01:00,2357545,398194,40339,21153737,f,Mozilla Firefox,Desktop,0
11209800,IDi2WED11,2017-01-13 14:41:21,7943988,231467,1678,66201904,b,Firefox,Mobile,0
9969912,IDs2ifbr8,2017-01-17 14:46:02,,455842,80554,61940782,a,InternetExplorer,,0
4306269,IDQ4llU3V,2017-01-15 12:29:55,9834696,344320,12211,55358028,b,Mozilla Firefox,Desktop,0
5652131,IDfHZ6CLe,2017-01-15 11:00:41,1803724,674047,82877,65017662,b,Mozilla,Desktop,0
347827,IDjbPsT21,2017-01-16 07:38:04,9514348,96835,82877,67290861,d,Firefox,,0
3599521,IDTTVPwOG,2017-01-11 18:50:52,6037091,103249,40339,43452411,b,Edge,Tablet,0
3109515,IDgn8ATnS,2017-01-17 13:15:29,,489658,41640,26391770,a,Firefox,Mobile,0
4180824,IDX48hDRB,2017-01-12 10:20:53,1161720,902970,35368,90093962,a,Edge,Tablet,0
7657574,IDsTc4qlv,2017-01-11 19:49:46,7050403,163851,97863,87807327,a,Edge,Tablet,0
3319208,IDWQtCuyL,2017-01-13 11:40:38,8374821,550575,40339,43452411,a,Edge,Tablet,0
1408290,IDdW37i8V,2017-01-17 14:58:58,4374774,74669,6906,99510044,b,Safari,Tablet,0
2216582,IDpljTYRq,2017-01-16 15:54:34,,818634,70443,48059626,b,,Tablet,0
2703546,IDkzK5AHQ,2017-01-11 19:14:56,6869254,300426,42227,21153737,f,Mozilla Firefox,Desktop,0
684102,IDjIV7HbZ,2017-01-18 16:54:26,8822524,624131,40339,12247975,b,Edge,,0
12105458,IDpGP6Dhs,2017-01-13 16:57:34,378824,461803,53956,46997962,f,InternetExplorer,Desktop,0
10823726,IDhaSDiar,2017-01-10 09:08:13,6196046,146600,43897,37236044,f,Firefox,Mobile,0
9421187,IDY57T41A,2017-01-17 09:51:44,1466152,857914,73248,61940782,a,Edge,Tablet,0
11838130,IDiwew7jx,2017-01-20 08:40:05,,91897,2053,91553313,b,Firefox,Mobile,0
180860,IDn3dmDYj,2017-01-12 10:05:23,2627839,411792,97863,36994522,e,Opera,Mobile,0
1353138,IDsCjZqIt,2017-01-10 06:04:16,3861956,70772,15124,99558603,c,Chrome,Desktop,1
1329573,IDTyzbuEN,2017-01-16 09:08:07,4643226,102171,42227,18243870,c,,Tablet,0
10760576,IDkZ1TRI4,2017-01-16 07:51:51,,213908,42227,99558603,b,Mozilla,Desktop,0
8462108,IDcTAf4Ps,2017-01-20 17:55:43,9324888,478820,33638,62834288,a,Firefox,Mobile,0
10995832,IDFWgT3jb,2017-01-12 16:36:18,169481,68770,43612,74868704,b,Mozilla,,0
3892069,IDmQWoBVb,2017-01-11 11:13:39,9576244,573820,17714,16340250,c,InternetExplorer,Desktop,1
7048127,IDsJfGB2a,2017-01-11 15:01:10,3277829,693274,73362,67274540,f,Google Chrome,Mobile,0
29593,IDMQz2Cgp,2017-01-10 18:18:47,3934705,549440,23576,16150900,b,Firefox,Mobile,0
1903508,IDz4tlYXj,2017-01-16 16:19:39,5057732,819980,80554,61940782,a,,Mobile,0
4102483,IDXgHUWlL,2017-01-14 16:02:50,,568970,93286,87807327,d,Edge,Tablet,0
5189719,ID5YqaeJQ,2017-01-14 16:41:37,2319469,540322,81229,98166279,f,Edge,Tablet,0
10529357,IDJWNXWJi,2017-01-17 04:41:22,,824713,96184,51545768,a,Firefox,Mobile,0
10095352,IDOJkndME,2017-01-15 14:14:56,2771205,24684,42227,1436904,e,Firefox,Mobile,0
2415665,ID2l69Hzp,2017-01-17 16:33:28,6118330,405473,82877,33505809,c,Edge,Tablet,0
8787419,ID2ZzGP1o,2017-01-16 16:14:44,,225951,48498,30860214,b,Edge,Tablet,0
3543947,ID0RunOqk,2017-01-12 17:04:04,682549,406147,34670,83909736,a,Edge,Tablet,0
8978847,IDBE87GTh,2017-01-12 14:45:57,7720018,639507,54916,74868704,e,Edge,Tablet,0
4168396,IDH80WEfd,2017-01-11 08:32:38,8459227,374753,26966,74363610,a,Firefox,Mobile,0
7324550,IDgCRXtNs,2017-01-11 15:12:00,2692338,911199,5602,99558603,b,Google Chrome,Mobile,0
7925880,ID7He7ArC,2017-01-11 18:38:44,7886153,884427,8467,44110614,b,Firefox,,0
840977,IDgpX1njZ,2017-01-14 09:42:31,9826714,618889,56811,23703974,b,Edge,Tablet,0
5056281,IDYAU8CqB,2017-01-10 18:52:23,3760609,704711,17714,74363610,b,Mozilla,Desktop,0
10493203,IDQ4r9Pj0,2017-01-20 17:13:47,9157822,346206,82877,38492160,a,Edge,Tablet,0
397612,ID4luGT7o,2017-01-14 13:51:49,5431039,19599,42227,5675575,b,Edge,Tablet,0
717499,IDYfWaRo8,2017-01-10 18:20:03,7484649,699494,23576,45446370,b,Edge,Tablet,0
9811531,IDGQyzZh7,2017-01-17 16:00:21,2592399,416945,48430,39772159,b,Firefox,Mobile,0
755416,IDIe5YuYy,2017-01-15 07:34:06,5866913,290089,84987,37135965,b,Mozilla Firefox,Desktop,0
4200381,IDjnHe4JQ,2017-01-12 17:29:05,9911265,341852,36768,29916445,a,Edge,Tablet,0
2074041,IDjy598I9,2017-01-18 16:42:51,7956169,760055,70409,49384126,e,Firefox,Mobile,0
10555825,IDOzAUE6m,2017-01-11 13:48:06,,561474,17714,95601860,a,Edge,Tablet,0
11656346,IDfCHxkIC,2017-01-10 07:25:24,1993415,158936,40339,7122654,a,Edge,Tablet,0
3248879,IDuySPdN6,2017-01-19 08:31:47,3094794,75412,68947,81968512,d,Mozilla,Desktop,0
7351018,IDbGDvOfn,2017-01-12 13:37:04,2623334,840382,9764,37017006,b,Firefox,Mobile,0
6067011,IDIdWRmae,2017-01-16 04:04:31,,473851,70409,21153737,b,Mozilla,Desktop,0
9893642,IDPaQojZF,2017-01-12 14:44:45,7720018,817150,8414,47079934,f,Chrome,Desktop,0
5416178,IDVy5VfIT,2017-01-14 07:17:42,4148272,742804,82396,65017662,c,InternetExplorer,Desktop,0
2433861,ID3M0iLO2,2017-01-12 07:14:13,7424455,233131,42227,18243870,c,Firefox,Mobile,0
3699941,IDVbt6iP1,2017-01-20 10:18:30,3230947,636223,82396,26461535,b,InternetExplorer,Desktop,0
1697522,IDEhUh1vs,2017-01-15 11:57:22,8755209,138733,97863,87807327,b,Firefox,,0
10427122,IDucl9o9H,2017-01-19 09:34:02,7881575,50125,46450,54630329,d,Firefox,Mobile,0
8743293,IDSPjlZU3,2017-01-20 14:56:53,3302997,706833,21380,41631117,a,Edge,Tablet,0
8533843,IDMDUslbj,2017-01-18 12:38:05,,865123,6906,99510044,c,Chrome,Desktop,1
6251389,IDaNTjZnm,2017-01-18 17:02:02,264181,773042,6906,71165566,b,Firefox,,0
3094278,IDQ7F61rP,2017-01-20 09:43:04,177813,423200,54125,48615529,f,Firefox,Mobile,0
1938079,ID6f1HC7G,2017-01-17 12:44:49,,633658,41706,4000296,d,InternetExplorer,,1
11120357,IDK8CLE93,2017-01-20 08:10:08,603987,523003,33949,72749645,b,Edge,Tablet,0
8799263,IDZXqul7o,2017-01-13 10:33:35,3302997,64606,17714,74363610,b,,Mobile,0
3655730,IDpMRCD4L,2017-01-10 10:46:12,2687005,465665,2053,2050923,a,Edge,Tablet,0
6685278,IDErz1LGY,2017-01-16 16:34:35,5049148,762458,41640,27723861,b,Edge,Tablet,0
260161,IDaXCg9QD,2017-01-18 16:18:19,8617254,399491,10345,64511164,b,Edge,Tablet,0
176437,IDdd2AKW4,2017-01-15 15:53:26,7408718,342662,5602,60774669,b,Mozilla Firefox,Desktop,0
992259,IDTqXejnV,2017-01-10 09:11:27,3884509,900692,42227,15961717,a,Edge,Tablet,0
3833923,IDP9g6adx,2017-01-14 15:56:08,,869837,8467,88843407,a,Firefox,Mobile,0
8849539,ID0R2XMyC,2017-01-17 06:48:33,7346510,108750,50584,2050923,b,Mozilla Firefox,Desktop,0
7070267,IDpZpmzw7,2017-01-14 10:43:45,84947,872677,33638,78406516,b,Edge,Tablet,0
7638729,IDrLvivxo,2017-01-13 05:12:09,4887909,346313,13255,4519772,b,InternetExplorer,Desktop,0
7979479,IDWPH5QMi,2017-01-17 14:36:02,9706003,400629,26162,54692138,b,,,0
4087485,ID4isHQVE,2017-01-20 02:01:19,4995670,402657,36610,26391770,f,Internet Explorer,Tablet,0
8353403,IDCPRoY5L,2017-01-11 12:00:38,8033839,949134,74802,87807327,b,InternetExplorer,,0
4703350,IDis2OP0U,2017-01-17 17:20:06,8210606,221938,17714,29916445,a,Firefox,,0
8262925,IDKaTx8Y3,2017-01-16 17:20:27,8946231,977596,11837,89663643,c,Edge,Tablet,0
5702492,IDbe6n9xd,2017-01-16 11:20:29,9747067,870743,87732,78406516,e,Mozilla,Desktop,0
2172444,ID3seVcwp,2017-01-12 16:02:35,,109612,40339,43452411,b,Firefox,Mobile,0
8346642,IDG8fInBJ,2017-01-15 11:46:44,3312638,872306,6906,71165566,b,Firefox,,0
11209554,IDFKqryc1,2017-01-13 12:38:18,7641455,51656,904,94350426,a,Mozilla Firefox,Desktop,0
4114239,IDfQsu1Pr,2017-01-18 10:49:09,9933608,528509,80524,3151081,b,Google Chrome,,0
4518678,IDrgfwho0,2017-01-14 14:54:04,7716500,508508,80554,61940782,b,Firefox,,0
11293888,IDfeP6GZU,2017-01-13 13:57:48,7189458,906681,97103,67290861,a,Mozilla Firefox,,0
6204841,IDOHRorlt,2017-01-18 10:36:13,1466152,577618,80554,17990842,a,Edge,Tablet,0
11076852,IDxv64IzB,2017-01-11 10:38:25,5454722,320085,72276,67860104,a,Google Chrome,Mobile,0
9178426,IDqmlf6f2,2017-01-11 18:41:56,6624172,727686,5602,60774669,a,Internet Explorer,Tablet,0
6489684,ID1BXbpHu,2017-01-12 09:41:39,6046775,765107,80554,57977218,b,Mozilla Firefox,Desktop,0
2646395,IDE6Cehj4,2017-01-17 15:03:55,8330818,569158,26849,79055697,b,Firefox,Mobile,0
2932356,IDtVzqjVS,2017-01-11 15:05:39,8613841,883466,40339,43452411,c,Firefox,Mobile,0
8935143,IDP91HaOC,2017-01-15 07:02:47,3632094,160989,80554,57977218,e,Edge,Tablet,0
2035304,ID7lfzpRx,2017-01-15 13:59:28,2209324,733063,45287,27723861,b,IE,,0
7339931,IDik7NLvD,2017-01-20 13:53:29,2803129,963852,40339,71040875,b,Mozilla Firefox,,0
3721929,IDANf9qnf,2017-01-14 11:09:24,5719626,16806,33638,62834288,b,Firefox,Mobile,0
1831386,IDhURsQSh,2017-01-10 17:37:39,4113273,167238,33287,46997962,d,Edge,Tablet,0
10642989,IDMJ9o5Ek,2017-01-14 15:44:58,7491097,654733,12052,39507200,b,Firefox,,0
10144489,IDcrqvmrL,2017-01-14 11:31:02,8374821,734924,17714,2050923,a,Edge,,0
1225107,IDkoesbBT,2017-01-10 07:28:19,7596289,93021,17714,61682792,b,Edge,Tablet,0
4513580,IDZsnvvyZ,2017-01-14 10:59:11,1317027,218124,26849,18243870,b,,Tablet,0
365964,IDYE0EJXz,2017-01-12 08:21:16,,289869,84974,17990842,b,Firefox,Mobile,0
7381820,IDixD3wv0,2017-01-13 13:04:23,8123702,788168,91234,82291592,b,Mozilla,Desktop,0
10734567,IDsDh6k11,2017-01-12 12:38:51,3298470,515408,62949,30860214,b,IE,Mobile,0
1091379,ID9WL5UWT,2017-01-14 13:06:46,8112805,201456,36768,555603,e,Edge,Tablet,0
6111955,IDuJx1C6S,2017-01-13 02:16:45,,573688,42227,43770446,b,InternetExplorer,Desktop,0
1047257,IDzgscl8r,2017-01-11 16:58:10,8816704,255074,17714,2050923,b,Edge,Tablet,0
9052153,IDZ1hwvCg,2017-01-14 11:56:03,9154802,569789,26962,57977218,b,Firefox,Mobile,0
458475,IDg63DdBE,2017-01-13 11:18:38,6717698,369601,65251,57977218,e,Edge,,0
2893881,IDERFBK2f,2017-01-16 10:38:17,4335377,531625,21380,41631117,e,Edge,Tablet,0
9453584,IDT6se6ya,2017-01-20 08:56:59,2769189,597273,42227,49384126,b,Edge,Tablet,0
741342,IDhaBYnkT,2017-01-10 10:44:21,,67345,70409,47941469,a,Internet Explorer,Tablet,0
11580533,IDknd5NCh,2017-01-14 15:22:49,6446598,182940,11987,74363610,b,,Mobile,0
11977022,ID5A08So4,2017-01-12 01:53:33,4040355,126157,904,26391770,b,Firefox,Mobile,0
10572168,IDwAWR8jI,2017-01-13 17:19:45,1688056,312234,95113,65017662,a,IE,Mobile,0
9193337,IDD3nlRea,2017-01-14 16:38:06,,721163,1678,95601860,b,Firefox,Mobile,0
11505304,ID63OCb59,2017-01-16 07:39:10,8666747,450064,84974,17488931,a,InternetExplorer,Desktop,0
1788506,IDw6sdqnL,2017-01-11 09:25:29,6180592,741347,17714,74363610,e,Edge,,0
2326491,IDsKr4NEM,2017-01-16 14:14:18,4431921,826738,8467,5716520,a,Firefox,Mobile,0
7628441,IDih6YXE9,2017-01-20 12:52:51,1712575,477100,30580,23703974,c,Mozilla,Desktop,0
2962226,IDEd7dmKA,2017-01-10 14:01:15,424598,837140,33638,78406516,b,Mozilla Firefox,Desktop,0
7836234,ID2os7OaZ,2017-01-15 13:37:39,1466152,631546,73248,43770446,b,InternetExplorer,Desktop,0
8700677,IDoG1mRLi,2017-01-12 07:50:14,4061322,374434,17714,2050923,b,Edge,Tablet,0
4168154,IDxuO7t6A,2017-01-16 13:55:56,3842889,94526,53956,23341324,a,Opera,,0
8717705,IDqZaLsmG,2017-01-12 13:23:38,2764231,524399,11837,43770446,f,Edge,,0
5484608,IDSY2Wu3v,2017-01-14 11:23:43,9870971,450989,6906,99510044,b,Edge,Tablet,0
1284624,IDF2gzbl6,2017-01-14 13:29:08,6795815,948500,15912,56546102,e,Opera,Mobile,0
2402917,IDWWw4t8h,2017-01-13 15:20:14,4322854,164324,26849,30860214,b,Firefox,Mobile,0
817756,ID6XfcnOa,2017-01-14 11:04:08,9190979,44867,10345,17777318,a,Chrome,Desktop,0
11240875,ID2Lz56XM,2017-01-16 13:28:48,7881575,816391,34670,46997962,b,Edge,Tablet,0
8466008,ID8lvRdnd,2017-01-20 07:58:43,2309733,454399,68847,84522677,b,,Tablet,0
1195981,IDeSmSy79,2017-01-20 17:31:15,5691558,51985,54343,3402198,a,Edge,Tablet,0
4089378,IDJyxLGxj,2017-01-16 11:44:50,9275720,400472,76239,64615852,b,Edge,Tablet,0
125024,IDE5PXIkL,2017-01-19 12:33:01,6419150,711809,22023,48644561,b,Firefox,Mobile,0
5037004,IDmbTw7Om,2017-01-19 13:50:12,7097676,408085,42227,49384126,e,Mozilla Firefox,,0
5185457,IDDOKnQH4,2017-01-13 13:58:17,514617,900627,62416,17488931,b,Edge,Tablet,0
7616188,IDgM3ep9b,2017-01-16 08:42:06,3330027,876269,56027,31388981,b,Edge,Tablet,0
6257874,IDAuey8PD,2017-01-20 15:49:49,7271240,258110,80554,61940782,c,Mozilla Firefox,Desktop,0
4055665,IDvX4m2P6,2017-01-16 15:31:55,8712901,76507,97863,36994522,f,Firefox,Mobile,0
11610788,ID9nEX2Hh,2017-01-16 11:15:22,7656123,318065,62949,81968512,b,Google Chrome,Mobile,0
9883834,IDMNimPOZ,2017-01-18 11:17:39,,504310,50088,57977218,c,Firefox,Mobile,0
11884999,IDrij8HQO,2017-01-17 16:01:18,2712674,615606,14345,555603,b,Edge,Tablet,0
10795981,ID84ZUtMF,2017-01-15 15:39:38,2383290,195432,10345,26461535,c,Firefox,Mobile,0
5356825,IDP3HlJwy,2017-01-11 17:41:20,9033489,539339,49810,54526992,b,Edge,Tablet,0
7651393,IDn27LeDn,2017-01-15 17:45:52,682420,58769,17714,74363610,f,Firefox,Mobile,0
8381922,IDnJWvb3O,2017-01-12 09:32:50,5875528,999325,42227,18243870,b,Firefox,,0
9602898,IDi463NjF,2017-01-11 11:08:52,9339574,860675,95113,26461535,a,Edge,Tablet,0
957166,ID5tihzsk,2017-01-10 10:03:46,6784354,671587,5602,72451969,a,Mozilla Firefox,,0
2682576,IDOqMGdX0,2017-01-14 10:31:27,3339178,3911,26162,555603,b,Edge,,0
4956329,IDcuk3arX,2017-01-10 08:10:51,7075511,414565,93286,25113706,b,Firefox,Mobile,0
7104710,IDWXleVBt,2017-01-20 15:40:15,3951761,661841,92704,95441506,a,Firefox,Mobile,0
6317734,ID4wyvQQP,2017-01-11 11:25:32,8956254,777753,42227,1189152,b,Google Chrome,,0
4521927,IDdkt4S64,2017-01-19 16:40:01,4757213,698157,6906,99510044,a,,,0
9056941,IDJAkqUM6,2017-01-17 10:32:16,,890297,6906,71165566,a,Google Chrome,Mobile,0
2682141,IDLgPFz1Y,2017-01-12 13:42:24,9907065,90519,80554,29916445,a,Edge,Tablet,0
11199693,IDIg9y9HY,2017-01-11 11:22:24,4986000,511350,11837,30860214,a,Firefox,Mobile,0
5203834,IDH3BRPZN,2017-01-11 15:37:08,5203586,628206,904,29916445,f,Firefox,Mobile,0
10111497,IDu4FChkc,2017-01-10 17:34:03,7658434,214823,33949,48644561,b,Firefox,,0
9752016,IDG15wl9U,2017-01-19 20:01:34,2050304,994701,6906,99510044,c,InternetExplorer,Desktop,1
9911131,ID2hBEQQb,2017-01-14 12:48:39,7444049,9151,64452,23704379,b,Firefox,Mobile,0
12108345,ID1iIiJIo,2017-01-12 14:27:36,4347518,7029,62809,29916445,a,Opera,Mobile,0
8707749,IDUELolBO,2017-01-17 07:39:52,5866913,582269,25491,74868704,a,Firefox,Mobile,0
5047294,IDQNQs4v2,2017-01-17 09:56:44,4566316,880203,46450,47079934,a,Edge,,0
10054245,IDeaE8e6g,2017-01-11 19:03:29,5035823,109612,40339,43452411,b,InternetExplorer,Desktop,0
11127800,IDyTNy2DM,2017-01-10 18:44:05,,56049,80554,57977218,a,Chrome,,0
5922291,IDaezgmAr,2017-01-17 16:59:08,9287895,20075,15912,7864011,e,Edge,,0
780259,IDDePM9eG,2017-01-15 14:48:40,,94026,5602,60774669,b,Edge,Tablet,0
907911,IDbKQoDvV,2017-01-11 14:26:06,,119644,904,74363610,a,Mozilla,Desktop,0
11064414,IDCH8mCJt,2017-01-15 10:00:24,9950633,135617,97863,36994522,b,Edge,Tablet,0
6844554,IDyQQdtQ9,2017-01-12 12:14:48,2216308,632230,14822,20301556,b,Mozilla,Desktop,0
3748991,IDHHGAhyc,2017-01-13 16:28:09,5825487,434033,73248,43770446,b,Firefox,,0
5562695,IDn4ciehZ,2017-01-17 16:04:24,,953792,40339,55358028,b,Edge,Tablet,0
3073892,IDlq8gxns,2017-01-10 14:46:20,2171652,713432,42227,30860214,f,Edge,Tablet,0
4305785,IDLsKUjZv,2017-01-20 11:25:42,7119464,757666,11837,54526992,b,Firefox,Mobile,0
10609637,IDfXNQrSh,2017-01-10 08:34:30,4800985,663165,97852,48454212,a,Firefox,,0
893220,IDeHDrE5N,2017-01-14 16:41:58,5249729,823397,82877,48615529,a,,Desktop,0
9220661,IDKZtOIcb,2017-01-13 11:00:35,5084326,204215,42227,43770446,a,Chrome,,0
2843193,IDKt56arD,2017-01-18 11:27:40,8482545,951882,59164,26391770,f,Google Chrome,Mobile,0
4743844,IDKxgSn6E,2017-01-18 11:11:48,7119464,591455,68947,7864011,f,Google Chrome,Mobile,0
2944259,IDxexiJCf,2017-01-10 09:44:32,9874217,83113,45287,74363610,c,InternetExplorer,Desktop,1
6422514,IDK3y7jBH,2017-01-18 17:45:55,7268210,903065,15912,87903766,b,Edge,Tablet,0
1524774,ID8hkbCWW,2017-01-10 18:12:53,8200172,712550,45620,31388981,c,Google Chrome,Mobile,0
8054373,IDSmrVwUA,2017-01-18 13:57:14,4319128,163719,17714,16340250,c,Firefox,Mobile,0
7594325,IDzBKlMnt,2017-01-13 08:14:25,8782879,855906,45620,31388981,e,Firefox,Mobile,0
4545223,IDIvnQw7M,2017-01-14 13:55:21,7930294,832608,95113,15961717,b,Edge,Tablet,0
1714093,IDU4gE2Fd,2017-01-12 18:27:34,357438,622848,904,94350426,a,Firefox,Mobile,0
10272553,IDI95FI5a,2017-01-10 16:22:06,1210378,478179,68947,30860214,b,Edge,Tablet,0
3454550,IDNtmZAwX,2017-01-13 09:53:44,1148746,950174,904,74363610,a,,,0
9851509,ID2bwcvXB,2017-01-10 12:53:07,6532319,69241,48498,55358028,d,Firefox,,0
1759131,IDpJjNnNU,2017-01-15 09:51:55,118000,336233,1678,52437512,f,Edge,,0
5784208,ID92Yt39p,2017-01-16 14:34:48,1696025,399738,82396,50518283,a,Firefox,Mobile,0
4572247,IDnn91H40,2017-01-17 17:43:21,,63397,83717,29916445,b,,Tablet,0
8448685,ID3dvGMmk,2017-01-11 19:10:00,,361533,37718,26461535,b,Edge,Tablet,0
2857066,IDKIex1jM,2017-01-20 11:52:22,5603183,643091,80800,27723861,b,Mozilla Firefox,Desktop,0
8080274,IDD6tDMLt,2017-01-13 10:11:22,4234375,481618,3643,15961717,f,,Mobile,0
10105309,IDYPbEMuZ,2017-01-11 08:26:00,60369,660652,99178,74868704,b,Opera,,0
7690455,IDR5WPAGT,2017-01-18 09:54:13,4371242,437446,5602,72451969,f,Edge,Tablet,0
3468104,IDmiPfJIH,2017-01-13 07:06:11,6205309,375365,93286,46997962,b,Google Chrome,Mobile,0
366514,IDzN51aFd,2017-01-19 16:05:03,,667136,15124,99558603,b,Edge,Tablet,0
4054849,ID6KO0DI5,2017-01-13 07:48:00,4850977,601015,6906,99510044,b,Chrome,Desktop,0
8687730,IDdDSIIbn,2017-01-16 07:02:48,4322240,32183,40339,43452411,a,Chrome,,0
11937491,ID9NPibyK,2017-01-16 15:37:10,4169337,34359,33287,2518327,d,Edge,Tablet,0
10646104,IDSAFto9j,2017-01-17 15:51:06,749228,725625,33638,79906734,b,Google Chrome,,0
6733560,IDBpDZ6Y0,2017-01-14 14:32:28,,782033,95113,37236044,b,Edge,Tablet,0
